Gene.stable.ID	Gene.name	logFC	AveExpr	P.Value	adj.P.Val	Gene.description	Chromosome.scaffold.name	Strand	GO.term.name	GO.term.accession	NCBI.gene..formerly.Entrezgene..ID
ENSMMUG00000002886	BBS9	0.578436110833517	5.05159463253959	0.118564130320988	0.857434712017472	Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:HGNC:30000]	3	-1	BBSome	GO:0034464	708412
ENSMMUG00000023163	BIN2	-0.332176395668825	5.24336950407578	0.118605045569597	0.857434712017472	bridging integrator 2 [Source:VGNC Symbol;Acc:VGNC:99898]	11	-1	cytoplasm	GO:0005737	695389
NA	OVCA2	0.339158092018038	4.73731571133285	0.118825804189292	0.858317608579598	NA	NA	NA	NA	NA	NA
ENSMMUG00000023575	RESF1	-0.320338532967797	7.07839549653024	0.118858073599249	0.858317608579598	retroelement silencing factor 1 [Source:VGNC Symbol;Acc:VGNC:76823]	11	1	nucleus	GO:0005634	695054
NA	LOC106995771	-1.81712260690846	0.92477490978556	0.119029857317051	0.858358174837589	NA	NA	NA	NA	NA	NA
ENSMMUG00000023022	PLP2	-0.413956103468761	5.99092346949698	0.11906165260577	0.858358174837589	proteolipid protein 2 [Source:VGNC Symbol;Acc:VGNC:76179]	X	1	membrane	GO:0016020	712869
ENSMMUG00000017384	ESS2	0.743128899316819	2.19800284592634	0.119100294204187	0.858358174837589	ess-2 splicing factor homolog [Source:VGNC Symbol;Acc:VGNC:72280]	10	1	nucleus	GO:0005634	711157
ENSMMUG00000002451	CUL7	0.4488549560111	3.11980946094233	0.119125505429649	0.858358174837589	cullin 7 [Source:VGNC Symbol;Acc:VGNC:71446]	4	1	translation	GO:0006412	699545
ENSMMUG00000001619	NOC3L	-0.265851648116427	5.79313837463034	0.119299094903219	0.858387701901988	NOC3 like DNA replication regulator [Source:VGNC Symbol;Acc:VGNC:75240]	9	-1	mitochondrion	GO:0005739	701132
NA	LOC106998857	-0.579461412051064	3.42465566250233	0.119299539167515	0.858387701901988	NA	NA	NA	NA	NA	NA
NA	KRT18	-0.468925943497596	3.18456227932813	0.119389051460196	0.858387701901988	NA	NA	NA	NA	NA	NA
ENSMMUG00000052760	USP51	0.275378061687892	4.97502927908932	0.119391426587557	0.858387701901988	ubiquitin specific peptidase 51 [Source:HGNC Symbol;Acc:HGNC:23086]	X	-1	ubiquitin-dependent protein catabolic process	GO:0006511	705861
ENSMMUG00000040655	SUPT4H1	-0.28451837051148	7.18399585788264	0.119509321150345	0.858764513734591	SPT4 homolog, DSIF elongation factor subunit [Source:VGNC Symbol;Acc:VGNC:104660]	16	1	positive regulation of DNA-templated transcription, elongation	GO:0032786	710214
NA	LOC707383	-0.416282820427361	5.21753231140987	0.119786710771626	0.859051356946944	NA	NA	NA	NA	NA	NA
ENSMMUG00000017381	RGMA	0.547725368255337	2.58715536283044	0.119832597179596	0.859051356946944	repulsive guidance molecule BMP co-receptor a [Source:VGNC Symbol;Acc:VGNC:76870]	7	-1	membrane	GO:0016020	712949
ENSMMUG00000005757	CST7	-1.01720428680041	2.25346531100268	0.119869451384698	0.859051356946944	cystatin F [Source:VGNC Symbol;Acc:VGNC:71532]	10	-1	immune response	GO:0006955	704850
ENSMMUG00000001418	KLRG1	-0.904454741576872	1.93474602214524	0.119912995872893	0.859051356946944	killer cell lectin like receptor G1 [Source:VGNC Symbol;Acc:VGNC:74196]	11	-1	membrane	GO:0016020	716727
ENSMMUG00000009691	C5H4orf19	-0.559157702015313	2.68889488777835	0.119927903021452	0.859051356946944	chromosome 5 C4orf19 homolog [Source:VGNC Symbol;Acc:VGNC:70629]	5	1			697118
ENSMMUG00000010662	ALG2	-0.39524268605206	6.11414057973789	0.119956651852164	0.859051356946944	ALG2 alpha-1,3/1,6-mannosyltransferase [Source:VGNC Symbol;Acc:VGNC:69672]	15	1	GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity	GO:0004378	714850
NA	LOC114677849	-0.573456268227336	2.93121762371361	0.120007784499527	0.859051356946944	NA	NA	NA	NA	NA	NA
ENSMMUG00000000138	B9D1	0.561720904391448	1.99999327733671	0.12043394216991	0.859595364809044	B9 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:70118]	16	-1	cytoplasm	GO:0005737	702949
NA	LOC107000162	0.518011273519479	5.02370931067226	0.120492221880822	0.859595364809044	NA	NA	NA	NA	NA	NA
ENSMMUG00000007857	PAQR7	0.511275967203535	3.45589895542579	0.120639967885914	0.859595364809044	progestin and adipoQ receptor family member 7 [Source:VGNC Symbol;Acc:VGNC:75668]	1	1	membrane	GO:0016020	713411
ENSMMUG00000007294	SEC24D	-0.309738453451487	7.14596464408536	0.120640785423444	0.859595364809044	SEC24 homolog D, COPII coat complex component [Source:VGNC Symbol;Acc:VGNC:77154]	5	-1	COPII vesicle coat	GO:0030127	707521
ENSMMUG00000000615	CAPN15	-0.306481304177595	5.24372095621951	0.120641979238332	0.859595364809044	calpain 15 [Source:VGNC Symbol;Acc:VGNC:70470]	20	1	calcium-dependent cysteine-type endopeptidase activity	GO:0004198	695881
NA	LOC106994345	0.785201909188117	1.9762645018908	0.120667916773146	0.859595364809044	NA	NA	NA	NA	NA	NA
NA	RPS25	-0.536326419904662	6.96500702369532	0.120774959434519	0.859595364809044	NA	NA	NA	NA	NA	NA
ENSMMUG00000019996	ENC1	0.384762827749679	5.50205425687626	0.120849523178982	0.859595364809044	ectodermal-neural cortex 1 [Source:VGNC Symbol;Acc:VGNC:72217]	6	-1	protein binding	GO:0005515	704577
ENSMMUG00000008539	UROS	-0.507443372773142	3.93980026118339	0.120851882699595	0.859595364809044	uroporphyrinogen III synthase [Source:VGNC Symbol;Acc:VGNC:78731]	9	-1	uroporphyrinogen III biosynthetic process	GO:0006780	696043
ENSMMUG00000006256	TARS2	-0.510276225736951	3.5017384674761	0.121039956871925	0.859595364809044	threonyl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:78255]	1	-1	protein homodimerization activity	GO:0042803	707105
ENSMMUG00000003863	RING1	-0.287224808947885	6.31340857497339	0.121238003836006	0.859595364809044	ring finger protein 1 [Source:VGNC Symbol;Acc:VGNC:83457]	4	-1	PRC1 complex	GO:0035102	718137
ENSMMUG00000009346	AGAP1	-0.33380297151966	6.07164145192798	0.121361432271565	0.859595364809044	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:VGNC Symbol;Acc:VGNC:84206]	12	1	GTPase activity	GO:0003924	693652
ENSMMUG00000004179	LIMS2	0.292842344864733	5.74304980383432	0.121384335705809	0.859595364809044	LIM zinc finger domain containing 2 [Source:VGNC Symbol;Acc:VGNC:74054]	12	1	anchoring junction	GO:0070161	699463
ENSMMUG00000010536	DLG4	0.600955236895778	3.88372960901931	0.121423062941972	0.859595364809044	discs large MAGUK scaffold protein 4 [Source:VGNC Symbol;Acc:VGNC:71920]	16	-1	protein binding	GO:0005515	714273
ENSMMUG00000003333	ANTXR2	0.326194627200032	6.38752017450855	0.121434240156268	0.859595364809044	ANTXR cell adhesion molecule 2 [Source:VGNC Symbol;Acc:VGNC:69881]	5	1	signaling receptor activity	GO:0038023	696513
ENSMMUG00000018738	ADH1B	0.506264024342824	6.97496533861031	0.121515821668644	0.859595364809044	alcohol dehydrogenase 1B (class I), beta polypeptide [Source:NCBI gene (formerly Entrezgene);Acc:707908]	5	-1	oxidoreductase activity	GO:0016491	711061
ENSMMUG00000016188	NR5A2	-0.756539564435372	1.88829119220665	0.121574128328075	0.859595364809044	nuclear receptor subfamily 5 group A member 2 [Source:VGNC Symbol;Acc:VGNC:75521]	1	1	nuclear receptor activity	GO:0004879	709735
ENSMMUG00000009244	IL18R1	-0.560788219923374	4.01022254250507	0.121603964282118	0.859595364809044	interleukin 18 receptor 1 [Source:VGNC Symbol;Acc:VGNC:73714]	13	1	interleukin-18 receptor complex	GO:0045092	100426588
ENSMMUG00000002373	INPP5K	0.281897412041375	5.00773905673341	0.1216180713038	0.859595364809044	inositol polyphosphate-5-phosphatase K [Source:VGNC Symbol;Acc:VGNC:73695]	16	-1	phosphatidylinositol dephosphorylation	GO:0046856	721222
NA	ASNA1	-0.394548720231405	4.80977888098491	0.121654327246672	0.859595364809044	NA	NA	NA	NA	NA	NA
ENSMMUG00000044603	ZFP36L1	0.240874178683642	9.74951377901595	0.121673704787539	0.859595364809044	ZFP36 ring finger protein like 1 [Source:VGNC Symbol;Acc:VGNC:99347]	7	-1	positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	GO:1900153	714309
ENSMMUG00000023798	PHYH	0.265774984672089	4.40292194026389	0.121733431814382	0.859595364809044	phytanoyl-CoA 2-hydroxylase [Source:VGNC Symbol;Acc:VGNC:75983]	9	-1	dioxygenase activity	GO:0051213	695915
NA	TEAD4	-0.445388090455231	3.53398023980049	0.121832033476251	0.859595364809044	NA	NA	NA	NA	NA	NA
ENSMMUG00000006324	FUOM	-0.348545615960298	6.0371304781777	0.121844962314013	0.859595364809044	fucose mutarotase [Source:VGNC Symbol;Acc:VGNC:72773]	9	-1	monosaccharide metabolic process	GO:0005996	719873
ENSMMUG00000017232	BMPER	0.372764104010177	4.79032493079771	0.121856561863952	0.859595364809044	BMP binding endothelial regulator [Source:VGNC Symbol;Acc:VGNC:70370]	3	-1	extracellular space	GO:0005615	708120
ENSMMUG00000021291	TDG	0.308046927416855	5.65511962251942	0.121883363254337	0.859595364809044	thymine DNA glycosylase [Source:VGNC Symbol;Acc:VGNC:78297]	11	1	base-excision repair, AP site formation	GO:0006285	700061
NA	LOC696312	-0.267583265239975	4.36935699066604	0.122082409921641	0.859595364809044	NA	NA	NA	NA	NA	NA
ENSMMUG00000002226	ATXN2	-0.156869527852108	7.97611924431975	0.122085809016812	0.859595364809044	ataxin 2 [Source:VGNC Symbol;Acc:VGNC:70047]	11	-1	RNA binding	GO:0003723	710742
ENSMMUG00000009301	SLC22A4	1.41155628853668	0.896111306066274	0.12210173661974	0.859595364809044	solute carrier family 22 member 4 [Source:VGNC Symbol;Acc:VGNC:77419]	6	1	apical plasma membrane	GO:0016324	710179
ENSMMUG00000010162	AP1S1	-0.364921922864441	4.95843041480613	0.122241485194989	0.859595364809044	adaptor related protein complex 1 subunit sigma 1 [Source:VGNC Symbol;Acc:VGNC:69960]	3	1	AP-1 adaptor complex	GO:0030121	719569
ENSMMUG00000006714	CLPX	-0.380595172964645	4.48206359137692	0.122281894239042	0.859595364809044	caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:VGNC Symbol;Acc:VGNC:84326]	7	-1	ATP-dependent protein folding chaperone	GO:0140662	708954
ENSMMUG00000011244	USP10	-0.229662408238163	6.1903351146302	0.122290815902169	0.859595364809044	ubiquitin specific peptidase 10 [Source:VGNC Symbol;Acc:VGNC:103881]	20	1	protein binding	GO:0005515	718471
ENSMMUG00000047630	RCC2	0.501439355798692	4.98670974639884	0.12235012086945	0.859595364809044	regulator of chromosome condensation 2 [Source:VGNC Symbol;Acc:VGNC:100054]	1	1			712305
ENSMMUG00000000695	TMEM245	-0.213612624985521	7.61240904657714	0.122471364111273	0.859595364809044	transmembrane protein 245 [Source:VGNC Symbol;Acc:VGNC:78933]	15	1	membrane	GO:0016020	710299
ENSMMUG00000009094	MRPL9	0.278215003818953	4.98672911775996	0.122473374687465	0.859595364809044	mitochondrial ribosomal protein L9 [Source:VGNC Symbol;Acc:VGNC:74751]	1	1	translation	GO:0006412	711235
NA	LOC114678928	0.775482977575948	2.21368602650206	0.122530479509067	0.859595364809044	NA	NA	NA	NA	NA	NA
ENSMMUG00000005182	COPZ1	-0.251872164399649	5.68825190625799	0.122627167446733	0.859595364809044	COPI coat complex subunit zeta 1 [Source:VGNC Symbol;Acc:VGNC:71318]	11	1	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	GO:0006890	705176
ENSMMUG00000007875	FBXL12	0.974455526483708	1.86032429116657	0.122638742628864	0.859595364809044	F-box and leucine rich repeat protein 12 [Source:VGNC Symbol;Acc:VGNC:72502]	19	-1	SCF ubiquitin ligase complex	GO:0019005	710855
NA	CTNNBIP1	0.259622077348441	5.15717781995165	0.122686711054179	0.859595364809044	NA	NA	NA	NA	NA	NA
NA	LOC694593	-0.702196592740823	3.74118251361782	0.122705697950475	0.859595364809044	NA	NA	NA	NA	NA	NA
ENSMMUG00000005514	POLR3A	0.228837949737257	4.82078903943617	0.122841211709787	0.859767875545647	RNA polymerase III subunit A [Source:VGNC Symbol;Acc:VGNC:76138]	9	1	DNA-directed 5'-3' RNA polymerase activity	GO:0003899	100424410
ENSMMUG00000015904	PPARD	0.627004422774106	2.87519101833725	0.122861445689533	0.859767875545647	peroxisome proliferator activated receptor delta [Source:VGNC Symbol;Acc:VGNC:76228]	4	-1	nuclear receptor activity	GO:0004879	718861
ENSMMUG00000018524	GSTP1	-0.236843143644601	8.6290593612477	0.12311054889393	0.86028418352395	glutathione S-transferase pi 1 [Source:VGNC Symbol;Acc:VGNC:101091]	14	-1	glutathione transferase activity	GO:0004364	721704
ENSMMUG00000001362	VPS13C	-0.227784300504425	8.18767944302238	0.123154685291184	0.86028418352395	vacuolar protein sorting 13 homolog C [Source:VGNC Symbol;Acc:VGNC:79399]	7	-1	lipid transport	GO:0006869	709080
NA	LOC114678931	-0.677058179499575	2.76489450316529	0.123254496486667	0.86028418352395	NA	NA	NA	NA	NA	NA
ENSMMUG00000004230	DACT2	-0.44176265410206	3.94825401629123	0.123260925907433	0.86028418352395	dishevelled binding antagonist of beta catenin 2 [Source:VGNC Symbol;Acc:VGNC:71688]	4	1	cytoplasm	GO:0005737	694467
ENSMMUG00000013263	CD300LG	0.479865569381307	6.88126262757282	0.123332913368643	0.86028418352395	CD300 molecule like family member g [Source:VGNC Symbol;Acc:VGNC:70915]	16	1	membrane	GO:0016020	100427283
ENSMMUG00000021413	TBC1D8B	-0.310927737457643	4.964818167662	0.123351773950292	0.86028418352395	TBC1 domain family member 8B [Source:VGNC Symbol;Acc:VGNC:78204]	X	1	calcium ion binding	GO:0005509	701409
ENSMMUG00000016424	PTRH1	-0.421068723074962	3.72485382461836	0.123480627543176	0.86028418352395	peptidyl-tRNA hydrolase 1 homolog [Source:VGNC Symbol;Acc:VGNC:76549]	15	1	aminoacyl-tRNA hydrolase activity	GO:0004045	700335
ENSMMUG00000021730	SEMA3D	0.321113890236052	6.31306547031637	0.123572614953763	0.86028418352395	semaphorin 3D [Source:VGNC Symbol;Acc:VGNC:77162]	3	1	semaphorin receptor binding	GO:0030215	707146
ENSMMUG00000004756	GRB2	-0.300756648285516	5.76790455756621	0.123804104156385	0.86028418352395	growth factor receptor bound protein 2 [Source:VGNC Symbol;Acc:VGNC:99157]	16	-1	protein binding	GO:0005515	702041
ENSMMUG00000031111	LRRC10B	0.907563462211276	1.70160203604607	0.123831055015114	0.86028418352395	leucine rich repeat containing 10B [Source:VGNC Symbol;Acc:VGNC:107454]	14	-1	protein binding	GO:0005515	722372
ENSMMUG00000023234	CERS2	-0.224239354789037	5.41820897177329	0.123894345270078	0.86028418352395	ceramide synthase 2 [Source:VGNC Symbol;Acc:VGNC:70946]	1	1	DNA binding	GO:0003677	716180
ENSMMUG00000005929	USP45	-0.292502977398348	5.42418643197082	0.123996478832946	0.86028418352395	ubiquitin specific peptidase 45 [Source:VGNC Symbol;Acc:VGNC:79233]	4	1	ubiquitin-dependent protein catabolic process	GO:0006511	694340
ENSMMUG00000001341	HS3ST1	0.351639249316853	5.98576069794739	0.124064773812833	0.86028418352395	heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:VGNC Symbol;Acc:VGNC:73525]	5	-1	sulfotransferase activity	GO:0008146	713374
ENSMMUG00000002808	TSC2	-0.312038393261025	5.29586001317068	0.124105608540121	0.86028418352395	TSC complex subunit 2 [Source:VGNC Symbol;Acc:VGNC:78659]	20	1	perinuclear region of cytoplasm	GO:0048471	694965
ENSMMUG00000009457	CALCOCO1	0.376132699852091	5.06927461343084	0.124281881738683	0.86028418352395	calcium binding and coiled-coil domain 1 [Source:VGNC Symbol;Acc:VGNC:70668]	11	-1	metal ion binding	GO:0046872	703855
ENSMMUG00000011594	VWA8	-0.36544043385005	3.96296774047287	0.124366855465116	0.86028418352395	von Willebrand factor A domain containing 8 [Source:VGNC Symbol;Acc:VGNC:79773]	17	-1	ATP hydrolysis activity	GO:0016887	699086
ENSMMUG00000018114	SLX4IP	-0.201534341681233	5.45043443587394	0.124538751710774	0.86028418352395	SLX4 interacting protein [Source:VGNC Symbol;Acc:VGNC:77718]	10	-1			718563
ENSMMUG00000011580	ISY1	-0.272868809809034	7.07670818176633	0.124569176420857	0.86028418352395	ISY1 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:29201]	2	1	generation of catalytic spliceosome for second transesterification step	GO:0000350	705873
NA	LOC114670456	-0.422357568113639	4.2244649675883	0.124595635911903	0.86028418352395	NA	NA	NA	NA	NA	NA
ENSMMUG00000055242	MAMU-E	0.956784436244189	5.13040188116904	0.124667835057571	0.86028418352395	major histocompatibility complex, class I, E [Source:NCBI gene (formerly Entrezgene);Acc:711532]	4	-1	antigen processing and presentation	GO:0019882	711532
ENSMMUG00000032248	MIIP	-0.383941623767538	4.13525181784465	0.124730530856694	0.86028418352395	migration and invasion inhibitory protein [Source:VGNC Symbol;Acc:VGNC:74829]	1	-1	negative regulation of cell migration	GO:0030336	715362
ENSMMUG00000023812	TRAK2	0.207868725265326	7.42344664459475	0.1247348874946	0.86028418352395	trafficking kinesin protein 2 [Source:VGNC Symbol;Acc:VGNC:99413]	12	-1	mitochondrion	GO:0005739	701779
ENSMMUG00000022514	CCDC186	-0.195684769910514	8.71282804025329	0.124743115906456	0.86028418352395	coiled-coil domain containing 186 [Source:VGNC Symbol;Acc:VGNC:70847]	9	-1			722518
ENSMMUG00000018903	VEZT	-0.221105834658433	6.3754417307688	0.124828885500057	0.86028418352395	vezatin, adherens junctions transmembrane protein [Source:VGNC Symbol;Acc:VGNC:79120]	11	1	myosin binding	GO:0017022	716675
ENSMMUG00000005391	RHOQ	-0.234384813335581	7.13766000231301	0.124887267774357	0.86028418352395	ras homolog family member Q [Source:VGNC Symbol;Acc:VGNC:76754]	13	-1	GTPase activity	GO:0003924	717769
ENSMMUG00000053276	RPS20	0.544387171727681	6.71035749084128	0.124934704789631	0.86028418352395	ribosomal protein S20 [Source:NCBI gene (formerly Entrezgene);Acc:695790]	8	-1	small ribosomal subunit	GO:0015935	695790
NA	LOC114674114	0.725141352098264	2.84649641019073	0.124950312308837	0.86028418352395	NA	NA	NA	NA	NA	NA
ENSMMUG00000016120	GOLGA7	0.282700221789037	6.76125011092846	0.124986578378187	0.86028418352395	golgin A7 [Source:VGNC Symbol;Acc:VGNC:73002]	8	1	membrane	GO:0016020	709911
ENSMMUG00000003693	DIS3L	-0.277626490149611	4.607146684775	0.125002346800914	0.86028418352395	DIS3 like exosome 3'-5' exoribonuclease [Source:VGNC Symbol;Acc:VGNC:71796]	7	1	ribonuclease activity	GO:0004540	710238
ENSMMUG00000012197	SP110	0.422592289078314	7.49974903201594	0.125037961922199	0.86028418352395	SP110 nuclear body protein [Source:VGNC Symbol;Acc:VGNC:99405]	12	-1	DNA binding	GO:0003677	714244
ENSMMUG00000018661	SEC61A1	-0.31775030270895	6.70322951463453	0.125085588454116	0.86028418352395	SEC61 translocon subunit alpha 1 [Source:VGNC Symbol;Acc:VGNC:77265]	2	-1	protein transport	GO:0015031	709787
ENSMMUG00000013197	CCN1	0.98165084433006	6.67803771825963	0.125142557624692	0.86028418352395	cellular communication network factor 1 [Source:VGNC Symbol;Acc:VGNC:70874]	1	-1	extracellular region	GO:0005576	714970
ENSMMUG00000005532	MAK	0.474013791747367	4.55504465691561	0.125159515902867	0.86028418352395	male germ cell associated kinase [Source:VGNC Symbol;Acc:VGNC:74480]	4	1	ATP binding	GO:0005524	698353
ENSMMUG00000007784	RAB3GAP2	-0.167143691832253	8.40919602107977	0.125165641464366	0.86028418352395	RAB3 GTPase activating non-catalytic protein subunit 2 [Source:VGNC Symbol;Acc:VGNC:76499]	1	-1	regulation of GTPase activity	GO:0043087	706252
NA	TRNAV-AAC_7	0.954905059693063	3.33746871666293	0.125261769781852	0.860493896762286	NA	NA	NA	NA	NA	NA
ENSMMUG00000001273	CLBA1	0.392548092774221	3.02455090655881	0.125497899385778	0.860973231087326	clathrin binding box of aftiphilin containing 1 [Source:VGNC Symbol;Acc:VGNC:84325]	7	1	trans-Golgi network membrane	GO:0032588	698505
ENSMMUG00000010347	BMP3	-0.445535545540407	6.13555972968967	0.125542104366397	0.860973231087326	bone morphotic protein 3 [Source:VGNC Symbol;Acc:VGNC:70262]	5	-1	osteoblast differentiation	GO:0001649	695432
ENSMMUG00000005141	RPL7	-0.171261166356272	8.78710050131717	0.125579116749422	0.860973231087326	ribosomal protein L7 [Source:VGNC Symbol;Acc:VGNC:99475]	8	-1	cytosolic large ribosomal subunit	GO:0022625	698049
ENSMMUG00000009487	ZNF205	-0.523129819514644	2.66891576640298	0.125619755912213	0.860973231087326	zinc finger protein 205 [Source:VGNC Symbol;Acc:VGNC:78869]	20	1	regulation of DNA-templated transcription	GO:0006355	106994928
ENSMMUG00000009107	ALCAM	-0.320357565670024	6.7058912290996	0.125686908318537	0.860973231087326	activated leukocyte cell adhesion molecule [Source:VGNC Symbol;Acc:VGNC:69783]	2	-1	T cell receptor complex	GO:0042101	703777
ENSMMUG00000015744	ZNF181	-0.24886041646885	5.36287124955346	0.125725464201024	0.860973231087326	zinc finger protein 181 [Source:HGNC Symbol;Acc:HGNC:12971]	19	1	regulation of DNA-templated transcription	GO:0006355	106992423
ENSMMUG00000019632	RSL1D1	-0.227829724480306	7.18403328577171	0.125822645584924	0.861099431621891	ribosomal L1 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:77096]	20	-1	nucleolus	GO:0005730	712064
NA	LOC114673957	-0.546442626849594	4.81361022478917	0.125875218119503	0.861099431621891	NA	NA	NA	NA	NA	NA
ENSMMUG00000013587	PLCD3	0.560665700090112	3.59145593713547	0.125961335259808	0.861239286025611	phospholipase C delta 3 [Source:VGNC Symbol;Acc:VGNC:99205]	16	-1	plasma membrane	GO:0005886	715924
ENSMMUG00000012387	MAP3K1	-0.217802471035159	7.36216197398143	0.126047852034849	0.861381725682652	mitogen-activated protein kinase kinase kinase 1 [Source:VGNC Symbol;Acc:VGNC:81458]	6	1	ATP binding	GO:0005524	710979
ENSMMUG00000050617	RAMAC	0.44481933079773	3.67590744740982	0.126121361916796	0.861435177175451	RNA guanine-7 methyltransferase activating subunit [Source:NCBI gene (formerly Entrezgene);Acc:714660]	7	-1	mRNA cap binding complex	GO:0005845	714660
ENSMMUG00000010311	NF2	0.28598096964086	4.30773514013907	0.12627257261891	0.861512361061838	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor [Source:VGNC Symbol;Acc:VGNC:75324]	10	-1	cytoskeletal protein binding	GO:0008092	714945
ENSMMUG00000013603	ZNF711	0.245542664872216	6.66474390524842	0.126411472128394	0.861512361061838	zinc finger protein 711 [Source:HGNC Symbol;Acc:HGNC:13128]	X	1	metal ion binding	GO:0046872	694020
ENSMMUG00000021963	PCDHGB5	-0.616465902709465	2.8795272924617	0.126466664064296	0.861512361061838	protocadherin gamma subfamily B, 5 [Source:HGNC Symbol;Acc:HGNC:8712]	6	1	homophilic cell adhesion via plasma membrane adhesion molecules	GO:0007156	NA
ENSMMUG00000000914	CCNG2	0.626199029605952	6.28695915234773	0.126503243825141	0.861512361061838	cyclin G2 [Source:VGNC Symbol;Acc:VGNC:70731]	5	-1			699793
ENSMMUG00000001116	SUZ12	-0.224480015419363	7.9418404484561	0.126585143390156	0.861512361061838	SUZ12 polycomb repressive complex 2 subunit [Source:VGNC Symbol;Acc:VGNC:78144]	16	1	metal ion binding	GO:0046872	717834
ENSMMUG00000001869	SNAP47	-0.345026302325869	4.06633278230598	0.126632712336576	0.861512361061838	synaptosome associated protein 47 [Source:VGNC Symbol;Acc:VGNC:77800]	1	1	plasma membrane	GO:0005886	696700
NA	S100A11_1	-0.288123414696169	6.43631466966685	0.126816662099176	0.861512361061838	NA	NA	NA	NA	NA	NA
ENSMMUG00000061711	MRPL53	-0.19757529272178	6.47993257113491	0.126928444920731	0.861512361061838	mitochondrial ribosomal protein L53 [Source:NCBI gene (formerly Entrezgene);Acc:709302]	13	1	mitochondrion	GO:0005739	709302
NA	CDC42EP5	0.486866405622975	3.02866001126105	0.126958682382255	0.861512361061838	NA	NA	NA	NA	NA	NA
NA	LOC106998533	0.85293603434404	2.05702172444195	0.126970066522633	0.861512361061838	NA	NA	NA	NA	NA	NA
ENSMMUG00000019327	SLC4A7	-0.221207876769732	7.22124124669943	0.127030639357934	0.861512361061838	solute carrier family 4 member 7 [Source:VGNC Symbol;Acc:VGNC:77606]	2	1	solute:inorganic anion antiporter activity	GO:0005452	701925
ENSMMUG00000047697	ZNF875	0.39395681022862	3.29520284045177	0.127054622761255	0.861512361061838	zinc finger protein 875 [Source:HGNC Symbol;Acc:HGNC:4928]	19	1	regulation of DNA-templated transcription	GO:0006355	100425652
ENSMMUG00000013901	MAP4K3	0.259101182171851	5.90937808765838	0.127090668401072	0.861512361061838	mitogen-activated protein kinase kinase kinase kinase 3 [Source:VGNC Symbol;Acc:VGNC:81466]	13	1	MAP kinase kinase kinase kinase activity	GO:0008349	713952
ENSMMUG00000043809	CASP2	0.577235243034599	2.48045848350207	0.127109816195207	0.861512361061838	caspase 2 [Source:VGNC Symbol;Acc:VGNC:80804]	3	1	cysteine-type endopeptidase activity	GO:0004197	704339
ENSMMUG00000021243	ZBTB47	0.292199449958775	4.73449376189863	0.127165680485178	0.861512361061838	zinc finger and BTB domain containing 47 [Source:VGNC Symbol;Acc:VGNC:79645]	2	1	protein binding	GO:0005515	100428359
NA	LY75	-0.3652747683771	5.97608751915844	0.127183767806597	0.861512361061838	NA	NA	NA	NA	NA	NA
ENSMMUG00000001533	C16H17orf97	1.05020906248749	1.60608887283483	0.127269440801578	0.861647623475424	chromosome 16 C17orf97 homolog [Source:VGNC Symbol;Acc:VGNC:70456]	16	1			NA
ENSMMUG00000003577	ATG10	-0.340967779520818	4.28881640289903	0.127423376840422	0.8618720288837	autophagy related 10 [Source:VGNC Symbol;Acc:VGNC:70102]	6	1	ubiquitin-like protein transferase activity	GO:0019787	711835
ENSMMUG00000047424	ATOH8	-0.366381468004587	7.19651223984244	0.12748160504027	0.8618720288837	atonal bHLH transcription factor 8 [Source:VGNC Symbol;Acc:VGNC:106131]	13	-1	DNA-binding transcription factor activity	GO:0003700	696169
ENSMMUG00000020014	SRGAP3	0.555222114376844	3.13195200345569	0.12749975110831	0.8618720288837	SLIT-ROBO Rho GTPase activating protein 3 [Source:VGNC Symbol;Acc:VGNC:77968]	2	-1	signal transduction	GO:0007165	701809
ENSMMUG00000014372	BMF	0.422007044471784	3.95732331651079	0.127586787588091	0.862016039376724	Bcl2 modifying factor [Source:VGNC Symbol;Acc:VGNC:70369]	7	-1	apoptotic process	GO:0006915	706239
ENSMMUG00000042546	SNU13	-0.191477564590529	7.39625724046326	0.127654919659298	0.862032243260574	small nuclear ribonucleoprotein 13 [Source:VGNC Symbol;Acc:VGNC:98450]	10	1	ribonucleoprotein complex	GO:1990904	708283
NA	HOXB3	0.303565943185975	5.37218447400663	0.127793914740323	0.862292347982777	NA	NA	NA	NA	NA	NA
ENSMMUG00000031238	CCM2L	-0.41020830655336	5.18644520970674	0.127945383160573	0.862292347982777	CCM2 like scaffold protein [Source:VGNC Symbol;Acc:VGNC:84564]	10	1	heart morphogenesis	GO:0003007	107000439
